GO,evidence,isoform
GO:0008658; GO:0016021; GO:0051301,ISS,fig|387092.6.peg.1603|NIS_1529
GO:0009898; GO:0032153; GO:0043093,ISS,fig|387092.6.peg.1076|NIS_1032
GO:0016021,ISS,fig|387092.6.peg.840|NIS_0800
,ISS,fig|387092.6.peg.1270|NIS_1213
GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016021; GO:0016887; GO:0030163; GO:0051301,ISS,fig|387092.6.peg.1480|NIS_1409
GO:0016020,ISS,fig|387092.6.peg.796|NIS_0756
GO:0005524; GO:0016887; GO:0051301,ISS,fig|387092.6.peg.795|NIS_0755
GO:0003882; GO:0008654; GO:0016021,ISS,fig|387092.6.peg.1479|NIS_1408
GO:0008444; GO:0008654; GO:0016021,ISS,fig|387092.6.peg.737|NIS_0697
GO:0008654; GO:0016021; GO:0016780,ISS,fig|387092.6.peg.1315|NIS_1256
GO:0016021,ISS,fig|387092.6.peg.1724|NIS_1647
GO:0003723; GO:0006396; GO:0016779,ISS,fig|387092.6.peg.768|NIS_0728
GO:0008773,ISS,fig|387092.6.peg.555|NIS_0523
GO:0016020; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.943|NIS_0903
GO:0002098; GO:0008168; GO:0016743; GO:0032259; GO:1904047,ISS,fig|387092.6.peg.1181|NIS_1129
GO:0004754; GO:0055114,ISS,fig|387092.6.peg.1358|NIS_1295
GO:0005737; GO:0008295; GO:0016831; GO:0045312,ISS,fig|387092.6.peg.1360|NIS_1297
GO:0004089; GO:0008270; GO:0015976,ISS,fig|387092.6.peg.322|NIS_0309
GO:0004089; GO:0008270; GO:0015976,ISS,fig|387092.6.peg.341|NIS_0329
GO:0004089; GO:0008270,ISS,fig|387092.6.peg.380|NIS_0368
GO:0004088; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205,ISS,fig|387092.6.peg.1700|NIS_1623
GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872,ISS,fig|387092.6.peg.577|NIS_0545
,ISS,fig|387092.6.peg.1706|NIS_1629
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.833|NIS_0792
GO:0009097; GO:0009098; GO:0009099; GO:0052654; GO:0052655; GO:0052656,ISS,fig|387092.6.peg.1616|NIS_1542
GO:0003677; GO:0004832; GO:0005524; GO:0005737; GO:0006438; GO:0016887,ISS,fig|387092.6.peg.1082|NIS_1038
GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539,ISS,fig|387092.6.peg.1731|NIS_1653
GO:0004077; GO:0006464,ISS,fig|387092.6.peg.1285|NIS_1228
GO:0003989; GO:0006633; GO:0009317,ISS,fig|387092.6.peg.1722|NIS_1645
GO:0003989; GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295,ISS,fig|387092.6.peg.1721|NIS_1644
GO:0000105; GO:0004400; GO:0030170,ISS,fig|387092.6.peg.404|NIS_0390
GO:0005886; GO:0015031; GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.1494|NIS_1423
GO:0005737; GO:0042274,ISS,fig|387092.6.peg.438|NIS_0423
GO:0016021,ISS,fig|387092.6.peg.762|NIS_0722
GO:0005524; GO:0005886; GO:0042777; GO:0045261; GO:0046933,ISS,fig|387092.6.peg.1278|NIS_1221
GO:0005886; GO:0008289; GO:0015986; GO:0016021; GO:0016787; GO:0045263; GO:0046933,ISS,fig|387092.6.peg.1401
GO:0005886; GO:0015986; GO:0016021; GO:0045263; GO:0046933,ISS,fig|387092.6.peg.1281|NIS_1224
GO:0005886; GO:0015986; GO:0016021; GO:0016787; GO:0045263; GO:0046933,ISS,fig|387092.6.peg.1282|NIS_1225
GO:0005886; GO:0015986; GO:0016021; GO:0045263; GO:0046933,ISS,fig|387092.6.peg.893|NIS_0853
GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ISS,fig|387092.6.peg.1276|NIS_1219
GO:0005886; GO:0015986; GO:0045261; GO:0046933,ISS,fig|387092.6.peg.1280|NIS_1223
GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ISS,fig|387092.6.peg.1277|NIS_1220
GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ISS,fig|387092.6.peg.1279|NIS_1222
GO:0004812; GO:0005737,ISS,fig|387092.6.peg.1703|NIS_1626
GO:0000105; GO:0003879; GO:0005524; GO:0005737,ISS,fig|387092.6.peg.1222|NIS_1169
GO:0004222; GO:0005524; GO:0006508; GO:0016021,ISS,fig|387092.6.peg.1129|NIS_1080
GO:0004298; GO:0005839; GO:0009376; GO:0046872; GO:0051603,ISS,fig|387092.6.peg.1043|NIS_1000
GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0034605; GO:0043565,ISS,fig|387092.6.peg.1417|NIS_1348
GO:0005524; GO:0006508; GO:0009376; GO:0016887; GO:0043335; GO:0070011,ISS,fig|387092.6.peg.1044|NIS_1001
GO:0016787,ISS,fig|387092.6.peg.783
GO:0016787,ISS,fig|387092.6.peg.784
GO:0003677; GO:0003678; GO:0005524; GO:0032508,ISS,fig|387092.6.peg.1546|NIS_1473
GO:0003677; GO:0003678; GO:0005524; GO:0032508,ISS,fig|387092.6.peg.1055|NIS_1012
GO:0003677; GO:0005524; GO:0016787,ISS,fig|387092.6.peg.1425|NIS_1356
GO:0005524,ISS,fig|387092.6.peg.207|NIS_0194
GO:0004252; GO:0005737; GO:0006508,ISS,fig|387092.6.peg.176|NIS_0165
GO:0005524; GO:0006457; GO:0006508; GO:0008233; GO:0008270; GO:0046983; GO:0051082,ISS,fig|387092.6.peg.574|NIS_0542
GO:0005524; GO:0006508; GO:0008233; GO:0016887; GO:0043335,ISS,fig|387092.6.peg.393|NIS_0380
GO:0006508; GO:0008233; GO:0030163,ISS,fig|387092.6.peg.392|NIS_0379
GO:0000166; GO:0003878; GO:0016829,ISS,fig|387092.6.peg.690|NIS_0653
GO:0003878; GO:0005524; GO:0016829,ISS,fig|387092.6.peg.689|NIS_0652
GO:0005524; GO:0016887; GO:0046872; GO:0051536,ISS,fig|387092.6.peg.1909|NIS_1823
,ISS,fig|387092.6.peg.1754|NIS_1676
GO:0005524,ISS,fig|387092.6.peg.301|NIS_0287
GO:0008940; GO:0042128; GO:0043546; GO:0046872; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.1506|NIS_1435
GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0050560,ISS,fig|387092.6.peg.811|NIS_0771
GO:0005524; GO:0006412; GO:0006450; GO:0016740; GO:0050567,ISS,fig|387092.6.peg.1227|NIS_1174
GO:0005524; GO:0006412; GO:0016740; GO:0050567,ISS,fig|387092.6.peg.896|NIS_0856
GO:0004040; GO:0005524; GO:0006412; GO:0016740; GO:0030956; GO:0050567,ISS,fig|387092.6.peg.1340|NIS_1281
GO:0004072; GO:0005524; GO:0009088; GO:0009089; GO:0016310,ISS,fig|387092.6.peg.1192|NIS_1140
GO:0016788; GO:0019807; GO:0046872,ISS,fig|387092.6.peg.926|NIS_0887
GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0055114; GO:0071266,ISS,fig|387092.6.peg.517|NIS_0488
GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205,ISS,fig|387092.6.peg.389|NIS_0376
GO:0004069; GO:0009058; GO:0030170,ISS,fig|387092.6.peg.855|NIS_0815
GO:0004069; GO:0009058; GO:0030170,ISS,fig|387092.6.peg.1628|NIS_1554
GO:0004068; GO:0005737; GO:0006523; GO:0015940,ISS,fig|387092.6.peg.269|NIS_0255
GO:0004066; GO:0005524; GO:0006529; GO:0006541,ISS,fig|387092.6.peg.1512|NIS_1441
GO:0004066; GO:0005524; GO:0006529; GO:0006541,ISS,fig|387092.6.peg.1725|NIS_1648
GO:0004067,ISS,fig|387092.6.peg.1525|NIS_1453
GO:0005886; GO:0015105; GO:0015700; GO:0016021; GO:0046685,ISS,fig|387092.6.peg.28|NIS_0026
GO:0003700; GO:0006355,ISS,fig|387092.6.peg.32|NIS_0030
GO:0004725; GO:0008794; GO:0035335; GO:0055114,ISS,fig|387092.6.peg.31|NIS_0029
GO:0004814; GO:0005524; GO:0005737; GO:0006420,ISS,fig|387092.6.peg.1569|NIS_1495
GO:0004057; GO:0005737; GO:0008080; GO:0008914; GO:0016598; GO:0071596,ISS,fig|387092.6.peg.171|NIS_0160
GO:0004055; GO:0005524; GO:0005737; GO:0006526,ISS,fig|387092.6.peg.1041|NIS_0998
GO:0004056; GO:0005737; GO:0042450,ISS,fig|387092.6.peg.694|NIS_0657
GO:0006527; GO:0008295; GO:0008792; GO:0046872,ISS,fig|387092.6.peg.857|NIS_0817
GO:0006508; GO:0008237; GO:0008270,ISS,fig|387092.6.peg.719|NIS_0681
GO:0005886; GO:0016021; GO:0016410; GO:0042158,ISS,fig|387092.6.peg.1540|NIS_1468
,ISS,fig|387092.6.peg.1399|NIS_1331
GO:0004497; GO:0055114,ISS,fig|387092.6.peg.51
GO:0004049; GO:0009058,ISS,fig|387092.6.peg.1233|NIS_1180
GO:0004049; GO:0006541,ISS,fig|387092.6.peg.687|NIS_0650
GO:0000162; GO:0000287; GO:0004048,ISS,fig|387092.6.peg.889|NIS_0849
,ISS,fig|387092.6.peg.611|NIS_0577
,ISS,fig|387092.6.peg.1900|NIS_1815
GO:0008519; GO:0016021; GO:0072488,ISS,fig|387092.6.peg.522|NIS_0492
GO:0008519; GO:0016021; GO:0072488,ISS,fig|387092.6.peg.1500|NIS_1429
GO:0004177; GO:0006508; GO:0046872; GO:0102009,ISS,fig|387092.6.peg.447|NIS_0431
GO:0005506; GO:0009234; GO:0051539; GO:0102573,ISS,fig|387092.6.peg.685|NIS_0648
GO:0008782; GO:0008930; GO:0009164; GO:0019509,ISS,fig|387092.6.peg.1266|NIS_1209
GO:0003824,ISS,fig|387092.6.peg.1543|NIS_1470
GO:0000287; GO:0004044; GO:0006189; GO:0006541; GO:0009113; GO:0009116; GO:0051539,ISS,fig|387092.6.peg.1621|NIS_1547
GO:0004038,ISS,fig|387092.6.peg.1166|NIS_1114
GO:0004156; GO:0009396,ISS,fig|387092.6.peg.1189|NIS_1137
GO:0004134; GO:0005977; GO:0030246; GO:0102500,ISS,fig|387092.6.peg.982|NIS_0940
GO:0008299; GO:0016740,ISS,fig|387092.6.peg.1069|NIS_1025
GO:0004601; GO:0005623; GO:0045454; GO:0051920; GO:0055114; GO:0098869,ISS,fig|387092.6.peg.406|NIS_0392
GO:0006807; GO:0016787,ISS,fig|387092.6.peg.48|NIS_0046
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.203|NIS_0190
GO:0016620; GO:0055114,ISS,fig|387092.6.peg.1615|NIS_1541
,ISS,fig|387092.6.peg.1839|NIS_1756
GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270,ISS,fig|387092.6.peg.1602|NIS_1528
GO:0008784; GO:0030170; GO:0030632,ISS,fig|387092.6.peg.367|NIS_0355
GO:0004668; GO:0009446,ISS,fig|387092.6.peg.363|NIS_0351
GO:0016021,ISS,fig|387092.6.peg.419|NIS_0405
GO:0016021,ISS,fig|387092.6.peg.624|NIS_0589
GO:0016021,ISS,fig|387092.6.peg.418|NIS_0404
GO:0016021,ISS,fig|387092.6.peg.625|NIS_0590
GO:0016021,ISS,fig|387092.6.peg.417|NIS_0403
GO:0016021,ISS,fig|387092.6.peg.626|NIS_0591
GO:0007165; GO:0016020,ISS,fig|387092.6.peg.634|NIS_0599
,ISS,fig|387092.6.peg.808|NIS_0768
,ISS,fig|387092.6.peg.1343|NIS_1283
GO:0016787,ISS,fig|387092.6.peg.1347|NIS_1286
GO:0005975; GO:0008712; GO:0050661,ISS,fig|387092.6.peg.1520|NIS_1449
GO:0016757,ISS,fig|387092.6.peg.1510|NIS_1439
GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208,ISS,fig|387092.6.peg.1702|NIS_1625
GO:0004018; GO:0006189; GO:0044208; GO:0070626,ISS,fig|387092.6.peg.57|NIS_0054
GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0044209; GO:0046940,ISS,fig|387092.6.peg.809|NIS_0769
GO:0004015; GO:0005737; GO:0009102; GO:0030170,ISS,fig|387092.6.peg.1074|NIS_1030
GO:0009234; GO:0016810; GO:0046872,ISS,fig|387092.6.peg.445|NIS_0429
GO:0016818,ISS,fig|387092.6.peg.1193|NIS_1141
GO:0003999; GO:0005737; GO:0006166; GO:0006168; GO:0044209,ISS,fig|387092.6.peg.747|NIS_0707
GO:0003998,ISS,fig|387092.6.peg.1144
GO:0003725; GO:0003998; GO:0008270; GO:0016743; GO:0046944,ISS,fig|387092.6.peg.1011|NIS_0969
GO:0005886; GO:0008654; GO:0016021; GO:0043772,ISS,fig|387092.6.peg.427|NIS_0413
GO:0003841; GO:0008654; GO:0016021,ISS,fig|387092.6.peg.909|NIS_0870
GO:0000036; GO:0005737; GO:0006633,ISS,fig|387092.6.peg.327|NIS_0314
GO:0005737; GO:0008780; GO:0009245,ISS,fig|387092.6.peg.573|NIS_0541
GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.704|NIS_0667
GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.705|NIS_0668
GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.1071|NIS_1027
GO:0016020; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.703|NIS_0666
GO:0003994; GO:0005829; GO:0006099; GO:0046872; GO:0047456; GO:0047780; GO:0051539,ISS,fig|387092.6.peg.868|NIS_0828
GO:0016021,ISS,fig|387092.6.peg.384|NIS_0371
GO:0004042; GO:0005737; GO:0006526,ISS,fig|387092.6.peg.822|NIS_0782
GO:0004180; GO:0006508; GO:0008237; GO:0046872,ISS,fig|387092.6.peg.929|NIS_0890
GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295,ISS,fig|387092.6.peg.1253|NIS_1198
GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295,ISS,fig|387092.6.peg.329|NIS_0316
GO:0003987; GO:0005524; GO:0016208; GO:0019427; GO:0046872,ISS,fig|387092.6.peg.553|NIS_0521
GO:0003984; GO:0009082; GO:0050790; GO:1990610,ISS,fig|387092.6.peg.851|NIS_0811
GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660,ISS,fig|387092.6.peg.850|NIS_0810
,ISS,fig|387092.6.peg.775|NIS_0735
GO:0005886; GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.556|NIS_0524
,ISS,fig|387092.6.peg.1814|NIS_1733
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1750|NIS_1672
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.1751|NIS_1673
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.1752|NIS_1674
GO:0016021,ISS,fig|387092.6.peg.1404|NIS_1335
GO:0043190; GO:0055085,ISS,fig|387092.6.peg.1684|NIS_1607
,ISS,fig|387092.6.peg.1840|NIS_1757
GO:0005886; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1039|NIS_0996
GO:0005886; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1559|NIS_1486
GO:0005886; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.20|NIS_0019
GO:0005886; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1668|NIS_1592
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.120|NIS_0112
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.906|NIS_0866
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1596|NIS_1522
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1609|NIS_1535
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1669|NIS_1593
,ISS,fig|387092.6.peg.178
GO:0005524,ISS,fig|387092.6.peg.179
GO:0003677; GO:0006284; GO:0019104; GO:0051539,ISS,fig|387092.6.peg.219|NIS_0206
GO:0008710; GO:0009058; GO:0030170,ISS,fig|387092.6.peg.1597|NIS_1523
GO:0005524; GO:0008270; GO:0008616; GO:0016879,ISS,fig|387092.6.peg.830|NIS_0789
GO:0000287; GO:0008616; GO:0016840; GO:0051539; GO:1904047,ISS,fig|387092.6.peg.1656|NIS_1581
GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046835; GO:0046872; GO:0061615,ISS,fig|387092.6.peg.936|NIS_0897
GO:0003874,ISS,fig|387092.6.peg.1655|NIS_1580
GO:0000906; GO:0009231; GO:0009349,ISS,fig|387092.6.peg.1430|NIS_1361
GO:0017168,ISS,fig|387092.6.peg.1855|NIS_1772
GO:0003871; GO:0008270; GO:0009086; GO:0032259,ISS,fig|387092.6.peg.925|NIS_0886
GO:0008270; GO:0008705; GO:0009086; GO:0031419; GO:0032259; GO:0042558,ISS,fig|387092.6.peg.583|NIS_0549
GO:0005524; GO:0030272; GO:0046872,ISS,fig|387092.6.peg.1098|NIS_1054
GO:0000166; GO:0005737; GO:0008253; GO:0016311; GO:0046872,ISS,fig|387092.6.peg.1382|NIS_1318
GO:0004489; GO:0006555; GO:0035999; GO:0055114,ISS,fig|387092.6.peg.1373|NIS_1309
GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042823; GO:0050570; GO:0050897; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.1136|NIS_1087
GO:0005737; GO:0008840; GO:0009089; GO:0019877,ISS,fig|387092.6.peg.739|NIS_0699
GO:0005737; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.1622|NIS_1548
GO:0016787,ISS,fig|387092.6.peg.723|NIS_0685
GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745; GO:0055114,ISS,fig|387092.6.peg.699|NIS_0662
,ISS,fig|387092.6.peg.612|NIS_0578
GO:0005524; GO:0016114; GO:0016310; GO:0019288; GO:0050515,ISS,fig|387092.6.peg.1548|NIS_1475
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1162|NIS_1110
GO:0003866; GO:0005737; GO:0009073; GO:0009423,ISS,fig|387092.6.peg.698|NIS_0661
GO:0004315; GO:0005737; GO:0006633; GO:0033818,ISS,fig|387092.6.peg.413|NIS_0399
GO:0006633; GO:0033817,ISS,fig|387092.6.peg.328|NIS_0315
GO:0004316; GO:0006633; GO:0051287; GO:0055114; GO:0102131; GO:0102132,ISS,fig|387092.6.peg.326|NIS_0313
GO:0003864; GO:0005737; GO:0008168; GO:0015940; GO:0032259; GO:0046872,ISS,fig|387092.6.peg.386|NIS_0373
GO:0000287; GO:0003862; GO:0005737; GO:0009098; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.767|NIS_0727
GO:0003861; GO:0009098,ISS,fig|387092.6.peg.766|NIS_0726
GO:0003861; GO:0009098; GO:0046872; GO:0051539,ISS,fig|387092.6.peg.1747|NIS_1669
GO:0004317; GO:0005737; GO:0006633; GO:0008659; GO:0008693; GO:0009245; GO:0047451,ISS,fig|387092.6.peg.572|NIS_0540
GO:0005737; GO:0008690; GO:0009103; GO:0033468,ISS,fig|387092.6.peg.1036|NIS_0993
GO:0005886; GO:0009244; GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1582|NIS_1508
GO:0016788; GO:0046872,ISS,fig|387092.6.peg.818|NIS_0778
GO:0000166; GO:0003856; GO:0005737; GO:0009073; GO:0009423; GO:0046872,ISS,fig|387092.6.peg.1132|NIS_1083
GO:0003855; GO:0009073; GO:0009423; GO:0016021,ISS,fig|387092.6.peg.446|NIS_0430
,ISS,fig|387092.6.peg.1179|NIS_1127
GO:0003676,ISS,fig|387092.6.peg.430|NIS_0416
GO:0003723; GO:0005737; GO:0008859; GO:0090503,ISS,fig|387092.6.peg.1215|NIS_1162
GO:0004604; GO:0016740; GO:0055114,ISS,fig|387092.6.peg.1759|NIS_1681
GO:0003676; GO:0003887; GO:0071897,ISS,fig|387092.6.peg.554|NIS_0522
GO:0000287; GO:0008686; GO:0009231; GO:0016787; GO:0030145,ISS,fig|387092.6.peg.720|NIS_0682
GO:0047553; GO:0055114,ISS,fig|387092.6.peg.884|NIS_0844
GO:0047553; GO:0055114,ISS,fig|387092.6.peg.881|NIS_0841
GO:0030976; GO:0047553; GO:0055114,ISS,fig|387092.6.peg.883|NIS_0843
GO:0047553; GO:0055114,ISS,fig|387092.6.peg.882|NIS_0842
GO:0016787,ISS,fig|387092.6.peg.1532|NIS_1460
GO:0005737; GO:0008676; GO:0019294,ISS,fig|387092.6.peg.1433|NIS_1364
GO:0003849; GO:0009073,ISS,fig|387092.6.peg.1238|NIS_1184
GO:0003852; GO:0009098,ISS,fig|387092.6.peg.1478|NIS_1407
GO:0016787,ISS,fig|387092.6.peg.1145|NIS_1094
GO:0008677; GO:0015940; GO:0016491; GO:0055114,ISS,fig|387092.6.peg.566|NIS_0534
GO:0008685; GO:0016114; GO:0019288; GO:0046872; GO:0050518,ISS,fig|387092.6.peg.630|NIS_0595
GO:0003848; GO:0009396; GO:0016301; GO:0016310,ISS,fig|387092.6.peg.448|NIS_0432
GO:0005737; GO:0031167; GO:0070038,ISS,fig|387092.6.peg.1251|NIS_1196
GO:0001510; GO:0003723; GO:0006396; GO:0008173,ISS,fig|387092.6.peg.1631|NIS_1557
GO:0003723; GO:0005737; GO:0006364; GO:0008168; GO:0032259,ISS,fig|387092.6.peg.1188|NIS_1136
GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475,ISS,fig|387092.6.peg.62|NIS_0057
GO:0016874,ISS,fig|387092.6.peg.1671|NIS_1595
GO:0046872,ISS,fig|387092.6.peg.1531|NIS_1459
GO:0005737; GO:0008666; GO:0009089; GO:0019877,ISS,fig|387092.6.peg.1720|NIS_1643
GO:0000287; GO:0008661; GO:0009228; GO:0016114; GO:0030976; GO:0052865,ISS,fig|387092.6.peg.405|NIS_0391
GO:0016114; GO:0016853; GO:0019288; GO:0030604; GO:0046872; GO:0055114; GO:0070402,ISS,fig|387092.6.peg.1744|NIS_1666
GO:0019867,ISS,fig|387092.6.peg.390|NIS_0377
GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022,ISS,fig|387092.6.peg.1576|NIS_1502
GO:0005737; GO:0006364; GO:0008168; GO:0032259,ISS,fig|387092.6.peg.1649|NIS_1574
GO:0008168; GO:0031167,ISS,fig|387092.6.peg.1040|NIS_0997
GO:0005737; GO:0070043; GO:0070476,ISS,fig|387092.6.peg.370|NIS_0358
GO:0005737; GO:0070475; GO:0071424,ISS,fig|387092.6.peg.1073|NIS_1029
GO:0000453; GO:0005737; GO:0070677,ISS,fig|387092.6.peg.1632|NIS_1558
GO:0009234; GO:0016830; GO:0016874,ISS,fig|387092.6.peg.1737|NIS_1659
GO:0003844; GO:0004553; GO:0005978; GO:0043169; GO:0102752,ISS,fig|387092.6.peg.978|NIS_0936
GO:0006807; GO:0006808; GO:0008081; GO:0008773,ISS,fig|387092.6.peg.1502|NIS_1431
GO:0006464; GO:0008270; GO:0016151; GO:0051604,ISS,fig|387092.6.peg.1021|NIS_0979
GO:0003676; GO:0003924; GO:0005525; GO:0016151; GO:0051604,ISS,fig|387092.6.peg.1016|NIS_0974
,ISS,fig|387092.6.peg.1019|NIS_0977
GO:0046872,ISS,fig|387092.6.peg.1018|NIS_0976
,ISS,fig|387092.6.peg.1017|NIS_0975
GO:0003824; GO:0051536,ISS,fig|387092.6.peg.1620|NIS_1546
GO:0052852; GO:0052853; GO:0052854; GO:0055114; GO:0071949,ISS,fig|387092.6.peg.353|NIS_0341
GO:0005506; GO:0016114; GO:0019288; GO:0046429; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.349|NIS_0337
GO:0004337; GO:0008299,ISS,fig|387092.6.peg.271|NIS_0257
